student_id,session_id,activity_type,activity_score,response_time,mistakes_count,feedback_rating,audio_features,writing_features,interaction_duration,device_type,timestamp,environment_temp,environment_noise_level,performance_category
98,2ff5ef49-da8e-4d83-85a1-a0817225b733,reading,95.23,8.97,3,2,"[0.12632255473110324, 0.8432350755082864, 0.21598288072610067, 0.4016069688332278, 0.769157430662447]","[16.07598960483082, 81.79670241190622, 83.21341779577419]",32.91,smartboard,2024-10-08 15:36:22,20.03,38.61,1
90,d6cad861-cb4b-43d0-b3e7-f6f6e9d5483e,listening,84.68,9.85,1,1,"[0.6686321743150015, 0.3338232229577438, 0.6706051327896502, 0.58598684174427, 0.8018608556360293]","[10.698063882695841, 76.1027902502028, 54.12665786761103]",57.96,smartboard,2024-10-04 20:31:08,21.71,48.98,0
79,5f329d64-c378-464b-9e02-748c70cf0f1f,writing,97.28,2.82,4,3,"[0.943505638512806, 0.719097150070732, 0.16105335319465472, 0.37086721025213465, 0.7373548797807534]","[6.73506014687717, 58.217046017627325, 34.588305695295674]",39.15,tablet,2024-03-28 12:10:55,20.23,56.15,1
50,03141ffa-f5d3-4bc0-a3fe-5d702b331091,listening,98.94,9.75,5,1,"[0.7746866485686322, 0.21707761611756876, 0.7824368763361204, 0.12212822481292136, 0.11991119637609754]","[32.36102191495412, 48.864319040466576, 77.04074178077931]",42.58,wearable,2024-02-02 01:53:13,22.23,38.21,1
13,0e6d05e4-a7c0-4e5e-9c12-d9f7e6da1290,reading,99.88,5.41,5,1,"[0.506248321896708, 0.24726143907250228, 0.8153285938749364, 0.7243140032033397, 0.29869265150988433]","[8.238104561584269, 68.0499302074713, 65.45112142811352]",20.03,tablet,2024-01-15 20:58:17,24.75,34.53,1
46,c153d651-ed57-4191-84b2-dea33e0543de,listening,77.29,9.55,3,4,"[0.4777545852335101, 0.6746733528976769, 0.45783495816651487, 0.346793682113803, 0.9855798831638454]","[40.9334006315043, 89.40992036791344, 22.995460589108617]",16.72,smartboard,2024-03-07 11:34:24,20.16,49.55,0
8,ebe4b715-cddb-4ec0-bb33-bc89baef10ce,reading,74.74,8.91,2,3,"[0.5258889160224015, 0.9713740851232495, 0.266972964132809, 0.8817608511600497, 0.7989371675125676]","[77.0921844644052, 84.47832281168877, 76.10239909429988]",39.44,tablet,2024-03-30 20:23:53,20.66,30.98,0
90,4c923387-6762-486c-96af-9db446f0b6c0,listening,96.83,6.93,4,4,"[0.8168835618785587, 0.533370116361295, 0.20557737006615504, 0.2126672129822954, 0.7170087585060743]","[43.030589489946266, 20.052472670033673, 49.15945467414369]",8.53,smartboard,2024-11-02 13:38:26,22.91,38.07,1
34,9ef3a965-077b-4149-b81e-51fe8b090c5a,reading,91.9,4.48,2,1,"[0.5096981341736211, 0.11045848591729057, 0.165202199015103, 0.45324420076601635, 0.5319449512454112]","[60.00205481193037, 29.166257870930323, 69.49818861265426]",52.31,smartboard,2024-10-27 06:57:08,23.9,31.19,1
73,2f7f3109-d3ba-4fde-902e-472708e8ba4b,speaking,79.22,2.84,1,2,"[0.31784051427627474, 0.9879963339404318, 0.22824598861136192, 0.5489993381062205, 0.6563401608863072]","[70.2464970544104, 55.96486834869141, 0.9770847419183659]",22.96,wearable,2024-01-30 01:09:28,22.59,32.64,0
100,bd4a0e85-0c57-4dc0-a359-ace1b5c320da,speaking,74.03,2.27,5,5,"[0.17072064743951867, 0.4572309485814364, 0.21944417863875432, 0.6107867634354023, 0.7205184722235392]","[80.05866991090829, 20.01502442448101, 16.748258225906977]",10.75,smartboard,2024-02-11 21:58:55,23.18,51.19,0
28,b7fc7bbd-aee6-4543-ae4e-850ee96ee87d,listening,61.26,9.49,2,2,"[0.14677415528632518, 0.5871667017709634, 0.7381544675058248, 0.883872211371477, 0.742678238919185]","[80.17280830697918, 33.94501925428061, 81.48251137465122]",9.41,wearable,2024-09-21 15:57:06,24.47,46.43,0
17,bff9671d-2330-4dc0-8547-870de07fdcf9,reading,92.69,5.62,5,1,"[0.6792199256768725, 0.5737623948425019, 0.7584305695797987, 0.17346698382753062, 0.15431687559150742]","[24.710323401014644, 15.954468011318834, 87.17835665922017]",17.06,smartboard,2024-12-05 04:27:17,24.88,40.11,1
6,30a2167e-c165-4c71-9554-a58b0979b5a2,listening,67.28,8.32,4,4,"[0.6928369979507885, 0.5483761448078251, 0.5998271958438681, 0.7472816004450374, 0.30560926719816883]","[99.63339160567419, 97.4793162146783, 65.03256863469369]",15.97,tablet,2024-05-28 03:23:39,23.4,32.17,0
76,a070c4b6-d18a-4579-b41c-b5c5ff2b7d8c,speaking,61.23,4.06,0,4,"[0.5163606610653847, 0.8814452548675424, 0.7544521627896772, 0.768435869079983, 0.48294400100326784]","[34.59349925469629, 37.10387629846027, 98.76495637360578]",7.21,tablet,2024-07-09 00:17:37,24.34,47.36,0
97,4bdc4f7a-86fc-434a-b1f6-11aaa0f44c54,reading,77.54,7.8,0,4,"[0.5380020472822326, 0.8860809142734944, 0.9106316776101326, 0.47954883418610994, 0.3491450175115464]","[59.23503285933622, 91.2363345616691, 21.066218900566657]",39.26,smartboard,2024-05-08 11:16:19,23.16,51.99,0
40,5b64df5c-e702-45bd-8545-49c53e605af1,speaking,65.26,7.73,5,3,"[0.9181292685990768, 0.2617147979832178, 0.3137889924314899, 0.9742555846374756, 0.2628792574385408]","[85.4385093369579, 49.227785644803475, 24.723107440317705]",52.89,wearable,2024-07-26 14:59:01,22.23,45.44,0
11,480c8561-77b9-4285-9e2f-25bf44fa7c62,listening,74.37,6.74,0,3,"[0.2471714853265205, 0.4519733829865846, 0.9724710901017588, 0.33232008943101476, 0.691062998087163]","[32.51900642246949, 77.34731256866006, 13.087366071834982]",58.34,smartboard,2024-04-24 04:59:07,22.27,37.08,0
41,49a7e6e5-ccdf-4135-9eee-56a3234c4847,listening,62.94,3.36,0,2,"[0.5677965537004159, 0.40330285878815764, 0.8459950292943486, 0.4877987712956253, 0.3238428453288669]","[61.714498660403, 70.67772168854458, 16.704190790094987]",14.22,tablet,2024-05-07 13:28:26,20.18,52.09,0
9,ac4e2931-0237-459a-900b-521c71739ed4,listening,86.55,5.8,4,4,"[0.8597534040722774, 0.8251031376550478, 0.6268189279570769, 0.8814441524619328, 0.28525708903309144]","[11.191961939772789, 26.974961151698963, 5.708685608931486]",34.21,smartboard,2024-02-14 21:28:43,24.68,31.18,1
33,d077ecf2-51f5-4aac-af5d-d1a9e11771e0,writing,64.88,5.62,4,2,"[0.9404875157751145, 0.38454049447907546, 0.5565113278195533, 0.1374155731453529, 0.23350888086587998]","[98.66301229588468, 96.51186964360456, 0.49399809344096157]",57.35,tablet,2024-07-27 11:34:05,23.2,56.04,0
15,55f7d145-4e94-4a86-afa5-c9cd7a44e450,writing,78.19,6.12,3,5,"[0.5399619222312282, 0.700177831791494, 0.22568612928068163, 0.12697623088541016, 0.3771369474320718]","[70.46807627366466, 20.185345212294838, 67.34324333249174]",58.35,smartboard,2024-12-01 21:21:08,20.47,50.18,0
20,f87552a7-76c7-471c-8143-2a4cbc3a8d56,speaking,77.75,8.95,5,4,"[0.25943481050264733, 0.723363357003548, 0.8543037606832992, 0.950152797526621, 0.7149232254606812]","[49.71747640084273, 61.78472402012139, 86.89049844787182]",36.38,tablet,2024-04-24 13:40:34,20.15,57.93,0
14,bfa2a9f1-4f90-48ff-a6ef-9bf94271c7a2,reading,87.58,7.41,1,5,"[0.29410763715794547, 0.6929969232093914, 0.4544779650887426, 0.6861096793373429, 0.19593372727719166]","[65.7845304603036, 99.94137257706666, 4.821203886055603]",58.74,smartboard,2024-11-10 18:04:57,22.03,56.12,1
36,3d296e45-ee6e-423a-89f1-15c8c4fa91a6,reading,91.3,6.54,1,2,"[0.7646042883261939, 0.8906640051712131, 0.46372628948592964, 0.39432984540691485, 0.7008340470072263]","[80.78459419412586, 76.22851347766158, 79.78136488586345]",28.96,wearable,2024-03-30 06:42:53,24.09,33.61,1
39,7912b099-9e86-40b5-b862-05b049d4dcb3,reading,81.78,2.05,5,1,"[0.39212724691024325, 0.4298153813842581, 0.4565554224483299, 0.725920486020876, 0.4497022911433112]","[44.86936226225306, 23.754413087432745, 37.325179162934006]",17.5,smartboard,2024-04-15 00:07:32,20.37,48.1,0
42,e7e1b93d-dba6-4bde-983b-cfa4a3f0ac5d,writing,86.73,6.96,4,5,"[0.5171446394205151, 0.44180720216130687, 0.8770002846146427, 0.5671736066225963, 0.5312636898667579]","[2.5642065806435688, 34.12478276261564, 38.019561878585705]",26.94,wearable,2024-11-26 17:54:16,22.9,46.01,1
94,915fd22b-ff46-4e0b-b9fd-138d0ff05957,speaking,84.32,8.12,4,2,"[0.8316871648444841, 0.7463107686038449, 0.9599713263594413, 0.11640932440872548, 0.2762001871151915]","[0.756287497814212, 64.7474714154603, 89.8030548949987]",18.39,wearable,2024-08-04 15:31:34,24.64,31.81,0
76,29ef276c-d0cd-48fa-afe7-59c6e5f18623,reading,97.38,4.81,4,1,"[0.19127874560429486, 0.5372845832676931, 0.33109891094845717, 0.3563856117657306, 0.37656096843365794]","[80.30258978326634, 53.91612766752545, 31.130769915600364]",38.57,wearable,2024-08-19 07:41:22,23.58,38.18,1
48,3208b04a-7d92-48e6-8a8d-3ccfd88039cf,reading,76.54,2.98,3,4,"[0.2630344145812123, 0.7130060685684845, 0.26329451292606426, 0.5726470453003542, 0.7381416355501894]","[10.687692309474384, 56.73122196289035, 25.656278370136377]",57.96,smartboard,2024-02-29 13:25:01,22.42,54.18,0
67,54a9c9a8-fdc8-47cc-b084-c728a9354d0a,speaking,82.01,2.35,2,2,"[0.6698362380346201, 0.9562630079859913, 0.6414506381316981, 0.8372699734841111, 0.895785817013567]","[22.807977194893247, 21.204483990822666, 61.09809888509917]",27.61,smartboard,2024-06-25 02:05:10,24.2,57.0,0
43,3f24efa7-9a0d-46a7-bd07-417ef41f2074,listening,74.14,3.89,5,2,"[0.8024729637194756, 0.3473254319933225, 0.8403528866623106, 0.4813644282838866, 0.7007949093623234]","[9.553531383466819, 62.3859324676573, 45.17676787372291]",37.26,wearable,2024-05-01 19:52:03,20.84,52.11,0
82,17ad20b4-7112-4c67-975b-f0d44fb3babb,speaking,94.51,3.73,2,5,"[0.18614309996814554, 0.12127472744170276, 0.6777743503989394, 0.6463846324799026, 0.592027671442663]","[23.194709611597542, 39.09059959055147, 59.4476335186173]",32.32,wearable,2024-10-25 01:04:37,24.94,34.09,1
72,ceb63437-0687-4839-807f-e62d9562b69c,speaking,87.81,5.23,3,5,"[0.48537965343305334, 0.7458379890923587, 0.7231925361919327, 0.9921303943319695, 0.2155548605087127]","[10.410964938416633, 72.43388171287411, 57.83869170064091]",20.08,tablet,2024-10-03 19:37:19,20.4,32.57,1
33,8bbe6c94-3852-4e50-8629-900723b56173,reading,95.77,3.53,5,2,"[0.39103440590396865, 0.3039907620042892, 0.41949667524874357, 0.16248145847148404, 0.5671538118174434]","[6.76125635922149, 80.03565078223616, 23.3712081910433]",34.7,wearable,2024-01-07 11:54:04,24.4,49.53,1
98,8d619e35-21ef-4aa6-9b59-d13915329a19,listening,81.32,4.59,1,3,"[0.39970172175237817, 0.7025382596783711, 0.9947254250990508, 0.6956552708644408, 0.6020050756330224]","[73.06505102392461, 46.52056122837182, 6.0142342600785215]",35.93,wearable,2024-10-10 15:28:37,24.79,35.26,0
31,04aa68a4-8caf-48dc-b877-47b56820523d,listening,87.6,3.61,1,3,"[0.5822449160257731, 0.18700880468204767, 0.5053338426323667, 0.7805469960057214, 0.41281437181508385]","[66.4911724487218, 79.54499607897291, 92.71778194794527]",17.91,wearable,2024-05-09 13:05:52,22.0,34.57,1
44,6b6e1f6c-f33f-4b64-9e05-b48d42c1ac72,reading,99.7,9.42,3,2,"[0.5859614172525036, 0.8578299649387792, 0.568862179544838, 0.6612271192024838, 0.18021198890441498]","[75.52704204968079, 12.771348363523483, 82.60676302525283]",48.01,smartboard,2024-11-10 05:09:37,23.54,31.08,1
74,d0ab96b7-e3a6-4440-855d-f946409c2c6d,reading,72.13,4.1,0,3,"[0.4241227667243672, 0.1788784720874547, 0.9432620407279565, 0.5984220166411387, 0.3749718795922212]","[39.698151707428345, 44.72025405048357, 60.05943333606173]",33.36,smartboard,2024-06-08 09:24:53,24.6,44.91,0
56,d4a339d9-9cb2-4b7c-9ab7-8c1527ae224c,writing,99.69,8.81,0,4,"[0.28765946292160227, 0.9375356931795247, 0.2047297580969285, 0.8357047376420724, 0.4425609641289221]","[87.79743204450695, 86.80566901074504, 80.59254001176211]",48.45,tablet,2024-09-16 10:12:54,21.52,32.43,1
17,f4a976db-ddb2-4356-9503-4e00f141ef48,writing,76.12,3.39,4,2,"[0.7254559800122156, 0.411489753884007, 0.9780491807739234, 0.6768748696107988, 0.8402325072709248]","[13.252467274184843, 86.20144822726226, 92.27571905133944]",31.79,wearable,2024-07-31 23:28:54,23.03,52.94,0
74,1f4b72c6-c613-457a-9172-b4559fcfeabe,writing,66.99,6.02,4,1,"[0.45879672499508184, 0.23173659294602422, 0.4307809800623783, 0.16135507844694422, 0.1232307162545383]","[13.516628915482276, 96.31151115891738, 54.952953589501696]",58.12,tablet,2024-11-04 16:10:15,22.16,39.35,0
12,c2480700-2b32-418f-a767-d15e99ff8d01,writing,80.25,5.52,0,5,"[0.19509821583556952, 0.6767436832211856, 0.29443436425863967, 0.6576291594080467, 0.6851809831583381]","[15.20248531286481, 6.134962711066816, 78.07615860684398]",30.29,smartboard,2024-06-05 18:46:31,20.29,59.85,0
49,589b6977-d3cc-4a4c-80b4-c77000e963d1,speaking,62.31,7.56,5,3,"[0.9853110327370722, 0.31526209379433306, 0.22802443181847656, 0.209246445480186, 0.372947632810836]","[10.10458110106467, 69.2161341694132, 6.229179813006269]",33.02,wearable,2024-01-16 20:42:37,24.98,54.42,0
41,ddbabc29-5ec7-4b26-a70f-5e25c0d883b3,writing,84.61,4.45,0,5,"[0.6615062526624746, 0.5743373175204864, 0.48347504550133436, 0.21763933906617955, 0.8979437937164201]","[44.97846488213225, 19.462251182076507, 36.77593508772896]",27.78,smartboard,2024-07-02 01:19:43,24.14,52.01,0
39,a0c09abd-c3dd-41b1-95fb-1723bbf99c76,writing,90.77,2.09,4,2,"[0.47453859836178536, 0.5332097364717913, 0.11727304914075103, 0.3338318878705308, 0.7842608408099215]","[13.710970572899905, 53.531013145259166, 21.52018720172375]",5.67,smartboard,2024-03-23 08:51:59,21.21,59.28,1
76,a5cdb5a7-a2ff-4eb8-ae45-7e9784deb52e,writing,92.06,9.68,3,4,"[0.5390686395337262, 0.19876257880975318, 0.5931635400763237, 0.5089396011039649, 0.8599213744656543]","[9.808258078424458, 48.82411370217782, 15.004866469398426]",22.86,smartboard,2024-05-12 03:13:52,23.69,44.28,1
87,a390c482-ab3e-4762-9453-5dabee7236d9,reading,75.04,5.16,3,5,"[0.513502091565388, 0.8065148894533511, 0.9028762200462109, 0.9598012178535354, 0.8082130476297655]","[31.540689574801274, 68.81347060865421, 43.760312405539196]",19.01,smartboard,2024-06-16 21:20:01,24.2,31.15,0
66,f2a53cbd-56e8-4ca5-b8b8-4aaa9096d53d,speaking,96.07,5.69,3,3,"[0.6734813291274524, 0.6934185299852045, 0.9056059666358828, 0.6730027139504866, 0.6525402262840556]","[6.665204056068996, 51.84080219452041, 15.016900081704165]",45.56,smartboard,2024-03-23 07:13:04,22.56,50.41,1
93,e800477d-f20e-49c4-9a1c-2b818972ff6b,listening,61.67,2.68,3,2,"[0.744691049256414, 0.16487590239880603, 0.16413105498873276, 0.11089762771139872, 0.9608512584695321]","[73.75083594590069, 35.32514085020642, 29.65355812876552]",24.23,wearable,2024-05-27 22:18:52,23.87,49.84,0
45,9ea6aa4a-7b0a-4f41-82d1-7a228750a6fd,speaking,67.41,3.39,2,4,"[0.1885560847420576, 0.6942724477312043, 0.7879353959995623, 0.33854178549250363, 0.11885046492782153]","[8.217166747642734, 96.78600348450304, 29.544477747742025]",47.31,tablet,2024-11-24 01:45:56,23.12,41.46,0
61,79296e0d-e4a7-4cd0-ad09-439704cc1093,writing,68.23,2.97,0,1,"[0.65351167123498, 0.7971704025740092, 0.6795138281870176, 0.5772719199242425, 0.13775610108847264]","[96.84887775943838, 79.87141916545745, 29.282203670096475]",58.9,tablet,2024-05-17 18:20:45,23.01,47.47,0
68,c805c85f-7c0c-4d55-b1a5-485cd88d9139,reading,89.92,8.49,4,5,"[0.6908307465983524, 0.21528617172958003, 0.40444075539504853, 0.9352752762934448, 0.30215405065946677]","[37.21670238375133, 43.2076882944196, 43.940498969445215]",38.71,tablet,2024-06-23 18:20:17,24.72,37.22,1
32,cc502cb2-31d6-4855-9d51-490186556f76,speaking,64.86,3.58,5,5,"[0.8982324101883425, 0.6812297313896855, 0.35731611031524413, 0.8343522450717555, 0.8752329967270924]","[84.6514338690278, 91.89265336395545, 25.224102017336158]",46.53,wearable,2024-08-18 05:54:52,22.3,55.26,0
92,9bc1b6e5-78ce-40ef-9d73-f37e556a8165,speaking,89.14,8.21,5,1,"[0.6905456539129643, 0.2596858925227362, 0.5905242270072445, 0.9862027655720573, 0.943649259847407]","[4.317373579701167, 16.481481572943714, 13.172877345456191]",44.93,wearable,2024-10-05 17:56:43,24.09,36.41,1
75,cbb0dfb8-3051-461f-865e-9867064594a9,writing,80.23,8.73,2,1,"[0.7595213902896255, 0.5880134849426635, 0.6313129214128956, 0.557524492224652, 0.36779360618693857]","[56.50219928590161, 68.88853020500906, 87.33229158608077]",40.0,wearable,2024-11-19 08:26:51,23.81,34.8,0
6,161bca83-6da6-4762-a6c8-5ee760e1c6be,reading,78.46,2.07,2,4,"[0.3220109780694607, 0.7538155436017043, 0.9926289562144271, 0.18926028962849434, 0.4613448842751594]","[80.00709686991596, 20.403563462889885, 55.50849493022862]",45.32,tablet,2024-10-12 05:38:40,23.08,35.64,0
95,475c3722-91e3-40c3-89dc-44c1b5bc1629,writing,74.22,8.27,4,2,"[0.598803862718815, 0.10470665218862146, 0.7848916840252844, 0.13178021944621518, 0.771160404458109]","[20.24805601652374, 95.80734801193802, 36.79407513020845]",22.98,wearable,2024-09-05 03:06:35,20.74,39.17,0
15,9a7483c9-3afa-43a8-9a9d-51d789f25358,writing,95.07,9.97,1,1,"[0.43147857745616347, 0.5037495678590883, 0.7498638443824633, 0.8975762024185671, 0.6337399007681057]","[39.15256981778293, 41.262184084862376, 69.56181464968068]",5.18,smartboard,2024-08-25 22:36:08,23.1,40.66,1
22,f6056ae3-b744-409d-b65b-6de32f12fe21,reading,91.77,2.74,0,3,"[0.6293820402535515, 0.5328756008975114, 0.6780929733147046, 0.1583682350346715, 0.6219854086853182]","[56.14845879595237, 56.06600944161709, 60.34876665964548]",42.21,smartboard,2024-08-30 06:54:28,24.02,38.09,1
61,28b6f23d-5605-4c3d-836b-472ac834a25b,speaking,93.0,5.99,2,3,"[0.16935245122089804, 0.15269583631958128, 0.4008144868264547, 0.8064072794003208, 0.7369128412668242]","[78.86149646724064, 51.72690564416094, 44.01989979554906]",13.11,smartboard,2024-08-19 08:33:18,21.64,43.02,1
59,96e2e702-3a9d-4cfa-91c2-5fdacbb9eba8,writing,63.54,3.76,1,3,"[0.6384027646573649, 0.7620968028152708, 0.9985127602536547, 0.9398019982092018, 0.6783086795816724]","[42.1248053294072, 63.617736470823274, 78.56516180802319]",11.51,smartboard,2024-08-15 07:36:48,22.05,55.19,0
30,4502c69c-4bfb-40c0-b512-376a85f8bcfe,speaking,75.35,6.57,4,4,"[0.6289924247759784, 0.2660286278202754, 0.4260118974870596, 0.4010601598677389, 0.12357703767885832]","[2.4191763891355245, 83.16970436757735, 27.30708099728124]",33.49,tablet,2024-01-19 02:49:42,21.49,58.22,0
5,133c4c12-ac2f-48f5-bbe0-80d46995727f,reading,70.37,5.44,1,4,"[0.8854572254361417, 0.8577402101126278, 0.2674912760616496, 0.8223789788161394, 0.5123681980641034]","[48.29688720853552, 13.347997241594378, 8.060151375712465]",45.04,wearable,2024-09-09 00:34:39,22.48,43.11,0
13,a559015b-9a41-40e6-ad1e-86d9894c8178,writing,89.18,8.12,4,2,"[0.24301735090241822, 0.6492026345298771, 0.22181867404991698, 0.7762375774261411, 0.6912596406404256]","[95.6614621083458, 6.895801635642118, 5.705472115125431]",20.52,wearable,2024-09-27 13:59:05,21.31,37.41,1
47,b1a065c1-9167-4f7a-9db1-8ac5a293730c,writing,96.25,4.0,4,5,"[0.3447547535157679, 0.7834584361761673, 0.504765858205486, 0.799039501259663, 0.15882954180794673]","[48.75711936733843, 3.3613600183282633, 6.265320345535452]",54.85,wearable,2024-04-07 03:11:13,20.7,45.97,1
57,14c3f1ca-af40-498a-8540-0ab33a246bcb,listening,76.44,4.78,1,1,"[0.9098500111185452, 0.11964105709794055, 0.6974107175580302, 0.9670549907921954, 0.6041513651156577]","[93.68224620330918, 5.225787928602377, 41.87933190741614]",19.31,smartboard,2024-05-28 01:33:32,23.65,59.44,0
23,383f4363-e461-4a26-a460-69b204b0947f,speaking,70.26,7.23,1,4,"[0.27828786948376616, 0.6087972291144489, 0.5175392380195026, 0.9748047966683834, 0.6476745454268199]","[34.950637208681876, 11.409578488793336, 15.124682873493455]",17.39,tablet,2024-09-08 08:21:16,21.25,55.52,0
22,b3336370-cccc-4b52-b8ca-11412cb3abd8,reading,82.45,6.19,2,1,"[0.20329198468229573, 0.8741257240144915, 0.7505328728876354, 0.16090152571000144, 0.7370515875067918]","[54.353821734264606, 8.172534574677826, 45.830064152865646]",31.66,tablet,2024-04-15 14:36:41,20.83,58.37,0
58,af59ae9e-3285-43ee-9f73-aa96d12eff23,writing,94.0,7.35,3,1,"[0.5160660049005465, 0.4705889874260577, 0.6858761204358588, 0.590888682466215, 0.15604579529369705]","[51.25026487703317, 80.64036172328395, 45.923987759695805]",7.86,smartboard,2024-03-30 08:29:14,23.93,36.04,1
95,f17c255e-6f84-4ea2-856e-86574a1a254d,listening,70.34,3.32,5,3,"[0.3971935583843478, 0.7810763551197715, 0.5674472735535436, 0.2843931467356413, 0.8900470703368367]","[87.95818549515292, 87.05784250460069, 23.87962113815393]",29.82,tablet,2024-05-03 22:47:17,24.92,53.16,0
87,f9dd9e08-84d2-41ea-bc8e-86aa1658be94,writing,61.09,2.52,3,2,"[0.5175382391310995, 0.9182981852754042, 0.5848316181574428, 0.5480312572308612, 0.19492632996096754]","[65.6780104724294, 82.21031606002255, 38.04200075075623]",47.66,wearable,2024-06-20 07:41:19,24.82,36.11,0
84,096c7fd6-8602-4c28-8982-b3d0875fa75e,reading,80.93,4.3,4,3,"[0.8135689771304554, 0.6198340292930418, 0.6711241757952734, 0.8181227436543047, 0.4563734253962094]","[91.50900684070432, 53.302886724614, 15.7954822835348]",43.27,tablet,2024-02-07 20:22:13,23.97,39.5,0
8,2b4bc34d-ed63-45b8-90b1-a05d05d053e6,listening,94.29,9.25,5,3,"[0.34921403864002803, 0.9851693254436998, 0.22664037524388259, 0.28181410156224096, 0.2658023553142235]","[89.39897100078704, 65.42925523249619, 15.210428322227287]",29.22,tablet,2024-01-13 22:24:30,23.08,32.5,1
31,5e4ad03f-be2a-4cdb-a789-8814cb4c9f1f,reading,95.3,8.43,2,2,"[0.5546860962189745, 0.9704139537332533, 0.47598488134758976, 0.985699287132848, 0.7011279989232644]","[63.467127325394145, 16.5954895295785, 88.1927758304644]",28.51,tablet,2024-10-14 08:31:11,20.81,30.38,1
29,1f3a9d4c-1138-4b30-8977-ae272a6bdf0d,speaking,82.39,6.22,1,1,"[0.7474182601322427, 0.901232247716022, 0.17146592617872658, 0.7583468413063261, 0.268670749687824]","[85.8177053157164, 81.90635138616561, 54.07937549855444]",44.06,wearable,2024-08-18 05:30:58,21.57,44.14,0
25,4f350297-ebe0-4957-81e4-76e7e7816ac8,listening,92.87,5.67,3,5,"[0.4220184387928976, 0.5447912025252699, 0.8454243271934965, 0.4016872426337855, 0.25638543382216944]","[71.20140203307808, 82.59782127080818, 10.063747852353334]",18.19,wearable,2024-06-20 16:23:39,20.71,40.44,1
33,1c9e12d1-4743-40a2-9363-fdb04679afd8,writing,78.01,7.99,3,3,"[0.6860328263935067, 0.658835710730588, 0.417137451948689, 0.8573027977762839, 0.5241584506583481]","[97.91049380151546, 63.41421382957368, 12.626474156450273]",42.19,wearable,2024-05-06 16:20:18,21.63,50.59,0
64,8ccbd618-5136-490f-af4b-32783d6ef240,reading,62.79,3.4,0,3,"[0.8701635330152077, 0.3044616013211634, 0.853337012718646, 0.3513484796089694, 0.6785937190528368]","[69.4150573509831, 51.265475314505295, 30.531067669673128]",16.7,smartboard,2024-08-29 10:31:40,20.17,39.12,0
39,a464cb2c-36b8-4c34-aa70-57a62c5aa99c,speaking,86.13,9.51,5,5,"[0.8840840340367468, 0.7894582988817723, 0.8096026089279688, 0.6984864131283958, 0.3342581718094027]","[90.71950307058299, 67.0732311905834, 56.04406309804399]",11.1,tablet,2024-10-10 17:47:11,22.24,43.81,1
84,e837bddb-2e35-4a01-bbde-dc792f563cb3,writing,94.58,6.37,4,3,"[0.44236049407336875, 0.9791202956595934, 0.1996485339936841, 0.4802935854807502, 0.13782220765426478]","[73.99041207669303, 91.80765521991506, 28.003732955048942]",52.21,smartboard,2024-10-25 15:32:17,21.46,57.32,1
98,854533f5-dece-418e-8179-cb7a15f674d6,speaking,90.16,8.44,1,2,"[0.11620590004040905, 0.9665293213666234, 0.754003892863291, 0.37427598584752, 0.8464551983729622]","[28.152119841492997, 87.2753839566128, 11.258039041193701]",43.7,tablet,2024-05-03 05:32:59,22.7,32.9,1
55,2f2e54ee-bcb1-461e-9ad6-86e3b278091f,writing,69.68,2.1,1,1,"[0.5218911689180553, 0.3711387346840004, 0.6385217358679829, 0.3675140269377555, 0.36992720035628623]","[74.31931987316034, 4.814283597835345, 90.28949951919873]",51.87,tablet,2024-03-19 21:11:38,23.34,47.8,0
88,e16deeb9-0f23-4a02-a797-16f437891435,writing,95.69,3.48,0,4,"[0.17107224597174575, 0.3155591529185843, 0.8151204508301713, 0.131203240053835, 0.6245261515751407]","[99.54375161913099, 85.56960938375394, 52.14456890435895]",8.5,wearable,2024-09-25 13:13:24,24.16,47.97,1
16,ee73aace-92d9-4e95-b470-a7a5daadd0bb,reading,64.6,2.75,2,4,"[0.9186641374929332, 0.7022802366442706, 0.84635811938508, 0.8910810102540406, 0.61459511684349]","[51.74463517550413, 43.042741032099016, 31.69465877911193]",28.9,tablet,2024-11-06 03:36:26,23.87,48.06,0
78,d25a0908-84e1-4802-bd73-381ebf0f9916,speaking,95.7,5.55,3,5,"[0.6463806208468786, 0.6681767977827898, 0.632527446075693, 0.7323703957769647, 0.3136901215373257]","[51.23637775457907, 10.422480280834767, 38.45113276448126]",31.82,smartboard,2024-03-14 10:24:45,23.26,58.52,1
3,24d9fbae-3c68-4bea-9b94-63d3a41c5674,speaking,84.03,7.95,2,4,"[0.5556394535456824, 0.6706936282386982, 0.16383899452039608, 0.3289524227576623, 0.4256677838846249]","[47.249335500651355, 4.564874550238374, 14.002409755331769]",20.22,smartboard,2024-08-13 02:14:16,24.86,39.94,0
49,4d1a5554-eafc-46a9-a042-d6d4e2192bf6,writing,79.28,3.57,1,5,"[0.6497020639681914, 0.35261489396437684, 0.2862933205945841, 0.5649153656013812, 0.10495521924437874]","[0.7664032649225327, 21.906880910185777, 3.672136250082114]",10.94,tablet,2024-06-10 17:54:05,21.69,54.08,0
80,5901e32f-acfb-4852-a65f-b51e4131c544,listening,82.88,6.1,5,2,"[0.3641399408873095, 0.9385783474895347, 0.45731353711347256, 0.17838349011619437, 0.6553598645060211]","[11.38383934766014, 34.52231428016921, 50.74119387178089]",53.08,smartboard,2024-11-14 17:08:01,22.47,51.07,0
